0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,val
0.366451657,1,0.819156666,0.203200349,0.095020912,0.052648314,0.020630392,0.023957115,0.020944566,0.029471131,0.027124727,0.006315351,0.006035002,0.004304271,0.003882743,0.934083279,0.275533632,0.419004836,0.067569734,0.190533249,0.074978547,0.184198062,0.107591312,0.068232607,0.052787432,0.051618175,0.015285082,0.069482012,0.072865197,0.013746998,0.319527165,0.801370467,0.713996271,0.143319127,0.113878919,0.035399537,0.092855258,0.044998106,0.023562307,0.024892752,0.021785238,0.014825857,0.001927656,0.005905361,0.016124131,0.646242941,0.314549681,0.109840696,0.159858932,0.073579341,0.018186236,0.020008647,0.00303467,0.010158152,0.003810762,0.007240726,0.002717546,0.003269317,0.000922252,0.00091003,1,0.806596222,0.452268201,0.118486492,0.037471185,0.027450935,0.012501426,0.01722786,0.014542932,0.017946609,0.013449852,0.017931928,0.015209383,0.015187038,0.016805064,0.668727775,0.24363326,0.110517841,0.18064899,0.088945182,0.031401482,0.023185298,0.005757933,0.004842586,0.007018952,0.002462342,0.005678059,0.001288261,0.003684031,0.001949357,0.288912285,0.335468623,0.741220859,0.24834829,0.206610239,0.094760978,0.309424128,0.331929137,0.169553822,0.013540306,0.127190288,0.165382738,0.199427044,0.332930719,0.144743534,1,0.64736385,0.473978345,0.56555563,0.29750513,0.302927066,0.19639525,0.230342899,0.071250342,0.107385791,0.12046648,0.142947032,0.167316666,0.151550207,0.090355531,0.7844701,0.693217968,0.48465097,0.113356075,0.341038245,0.215836188,0.23374463,0.19479801,0.098629812,0.087098247,0.093464738,0.105026502,0.087873234,0.087054094,0.026059217,0
0.300948897,0.845357599,0.958719721,0.550594248,0.186660557,0.031756442,0.118003131,0.107404042,0.022222033,0.054397569,0.03606989,0.015399821,0.014697479,0.034791453,0.011399431,1,0.560070332,0.332599599,0.308547673,0.351265812,0.187806264,0.22911302,0.195640087,0.134601375,0.108278933,0.098332251,0.12671933,0.052621132,0.16261389,0.041753218,0.275876072,0.798543106,0.946931748,0.521743704,0.211079762,0.157693803,0.137293671,0.066746501,0.048099916,0.036004339,0.030843467,0.017913099,0.015907807,0.008404497,0.004744752,0.441311092,0.238487573,0.051931638,0.092795078,0.104955277,0.056196259,0.021426215,0.022848963,0.016998072,0.004404621,0.005112771,0.00564888,0.001899417,0.002206757,0.002366215,1,0.575271398,0.391725759,0.168847056,0.059570884,0.028215899,0.013054305,0.009236747,0.018089441,0.010300385,0.01451607,0.012988456,0.012960218,0.013310431,0.013603266,0.547656949,0.257094948,0.075323306,0.071985238,0.083299595,0.05069443,0.013424261,0.005994799,0.014594787,0.008101466,0.002310261,0.004666106,0.004143218,0.00192441,0.001161714,0.165475954,0.463254138,0.38186617,0.356307013,0.228174639,0.164247933,0.471102383,0.266286082,0.166992451,0.181130265,0.083119734,0.119905193,0.108983271,0.049683003,0.111934027,1,0.633059636,0.252691031,0.436442358,0.182773208,0.080084735,0.131747593,0.222321373,0.136599487,0.132301768,0.090092551,0.094902178,0.08897622,0.047110111,0.057869661,0.739982261,0.562663135,0.547814825,0.344017735,0.121255153,0.237791031,0.235203616,0.044219947,0.01570072,0.032664401,0.070257725,0.04499069,0.075239991,0.095554858,0.047736562,0
0.349202867,0.81684144,1,0.634442192,0.21238675,0.014346059,0.083998871,0.077330908,0.02677487,0.036508343,0.035183086,0.024959365,0.011522286,0.002186313,0.009027701,0.953993523,0.519470694,0.290594261,0.283687337,0.081187219,0.06156752,0.078179276,0.172442321,0.206876207,0.133412574,0.071584391,0.074115443,0.111825844,0.060308257,0.030869434,0.270708139,0.691990599,0.870522339,0.580150134,0.16336637,0.068363482,0.083268696,0.049811373,0.027991235,0.071222707,0.054032821,0.00841464,0.016937029,0.014288418,0.010592001,0.369947724,0.229617614,0.09480138,0.061390832,0.091862016,0.055385323,0.017166031,0.006000249,0.013402766,0.009307301,0.003438752,0.00622677,0.005763382,0.003517462,0.001056999,1,0.503205296,0.361223412,0.198662495,0.060188006,0.027167505,0.010504764,0.015668559,0.010124545,0.014212572,0.01134271,0.012552047,0.012579418,0.012565657,0.01229159,0.50298534,0.215037547,0.076584828,0.06614773,0.092304027,0.066078082,0.022992492,0.009665375,0.010752767,0.006845404,0.004650799,0.002416577,0.005152832,0.002245472,0.002820948,0.214529722,0.548520535,0.475868545,0.453805369,0.197921886,0.048974041,0.210672956,0.254822795,0.389402888,0.25910956,0.117567157,0.046396954,0.224440165,0.020821864,0.178427638,1,0.735777029,0.221915373,0.524323229,0.362924659,0.216142632,0.137498087,0.237043898,0.067450062,0.051772068,0.137638154,0.199270709,0.113490645,0.241279459,0.211463225,0.714455422,0.608544886,0.72037859,0.395254294,0.059603908,0.306752383,0.16111695,0.033547568,0.122292739,0.104558091,0.204647319,0.060102032,0.025072887,0.116563772,0.100095922,0
0.344108899,0.993994211,0.928451543,0.381098828,0.145489676,0.076664042,0.099412656,0.021948475,0.088746864,0.053684328,0.01683819,0.023083768,0.00640205,0.034357163,0.021085446,1,0.368229874,0.398757843,0.127415356,0.193532889,0.230958848,0.486921894,0.270240489,0.14523449,0.139191695,0.043314163,0.133421115,0.086513008,0.145413162,0.159875296,0.341402969,0.919556785,0.86001499,0.252794013,0.071535066,0.088966779,0.042532875,0.086118167,0.066605189,0.018404624,0.031987699,0.023367899,0.012651825,0.032710167,0.035766829,0.457584987,0.271223381,0.061973003,0.136274377,0.090713136,0.016944284,0.026057241,0.023548793,0.005382464,0.00772101,0.003891822,0.005222673,0.003278623,0.005117926,0.005330291,1,0.668419126,0.400765547,0.123251904,0.035045509,0.02309176,0.016421525,0.010774681,0.016287734,0.015597269,0.01253799,0.015889026,0.013621832,0.014193893,0.014782213,0.695154666,0.295855166,0.056585629,0.112614428,0.084557632,0.042897765,0.01875202,0.010583795,0.005780148,0.009068616,0.005752973,0.004147655,0.004315535,0.000978293,0.005364891,0.055132423,0.461215297,0.357037886,0.227430622,0.079694767,0.312181912,0.584179244,0.383832737,0.16000708,0.129202315,0.078399165,0.111590819,0.166705396,0.135063674,0.267498283,1,0.491466108,0.423503581,0.367727952,0.115677309,0.272423031,0.139621679,0.11865277,0.160607341,0.192336694,0.027550594,0.042520724,0.107847126,0.079714666,0.067952044,0.617262992,0.709770226,0.614246288,0.277865786,0.331188871,0.294581825,0.116512613,0.144045906,0.107958154,0.011471234,0.095973865,0.154217259,0.118283036,0.169508453,0.245348718,0
0.303395756,0.856074115,1,0.585797344,0.217581937,0.046298329,0.051748483,0.069912737,0.017101802,0.042021468,0.056387917,0.0481595,0.028993344,0.022513551,0.025157457,0.99185254,0.553608046,0.289880694,0.407207596,0.19158339,0.059466804,0.193991973,0.250221151,0.245956243,0.254991853,0.073405864,0.184698217,0.127222282,0.066972883,0.134062404,0.276173051,0.720172941,0.901950757,0.553409212,0.152845295,0.160832745,0.163569283,0.069281916,0.058064448,0.075414847,0.040558558,0.029844176,0.015504988,0.003985142,0.017621847,0.332568062,0.211121646,0.074750768,0.08852687,0.104566919,0.059040812,0.016026469,0.016964865,0.024532037,0.015155225,0.003154914,0.008588464,0.007435901,0.002443641,0.003567428,1,0.549408987,0.387894116,0.184500184,0.05851479,0.024424589,0.019849357,0.007858219,0.013300035,0.014648877,0.012485681,0.0129028,0.012900704,0.012546333,0.013528278,0.575097341,0.249418081,0.080833573,0.079888991,0.094667284,0.062339814,0.019663086,0.004256306,0.005653795,0.010074681,0.004614513,0.003173131,0.007186763,0.004523824,0.001514939,0.052376716,0.6146064,0.450742228,0.381510264,0.114690771,0.195958248,0.361063398,0.283866567,0.278120111,0.469084657,0.266982266,0.196113672,0.321868194,0.149511335,0.129622477,1,0.657536655,0.338883412,0.603242488,0.286419575,0.084989044,0.290617117,0.193796631,0.017632161,0.021836064,0.134199029,0.175507204,0.076327115,0.217271598,0.023880634,0.932941547,0.67659567,0.605348683,0.309806918,0.162109324,0.358915543,0.277503021,0.078779354,0.076046565,0.220839598,0.153913946,0.065266207,0.059351537,0.137650733,0.147027528,0
0.397555061,0.998955804,0.902414835,0.245287314,0.058145231,0.089713867,0.058016171,0.00518359,0.037851381,0.033379957,0.006471228,0.010787056,0.00793827,0.008001898,0.021385335,1,0.416830074,0.468058988,0.139299929,0.114337115,0.1088844,0.316135496,0.141164227,0.014472422,0.085476777,0.020915665,0.108941765,0.106861113,0.041745806,0.112720704,0.327347345,0.72441147,0.830851816,0.299332703,0.144966241,0.102282595,0.032639243,0.063929239,0.062254487,0.033871011,0.020049097,0.024782932,0.01340887,0.003452923,0.007813257,0.410459739,0.248152707,0.109692696,0.122278567,0.09968706,0.015130292,0.022938786,0.020143971,0.006015001,0.003514816,0.005851819,0.005629544,0.005299864,0.001860024,0.001261488,1,0.67419032,0.405658585,0.122316931,0.028635165,0.021939038,0.010910508,0.014813582,0.014613282,0.013997805,0.01473605,0.014696674,0.014173846,0.014116385,0.014489395,0.720934384,0.299120881,0.036515631,0.149121888,0.100286295,0.020846772,0.00871214,0.012352808,0.006931443,0.00083349,0.004391712,0.004496439,0.001638199,0.003268475,0.001629958,0.139000843,0.533642226,0.565075776,0.205828489,0.156409514,0.355565783,0.320046063,0.27259442,0.05508189,0.206855885,0.035250747,0.243192238,0.324084761,0.132835694,0.29831612,1,0.451357211,0.516830166,0.361859107,0.226634028,0.114087269,0.14988369,0.085474904,0.084348986,0.20242146,0.126908429,0.083473498,0.086512408,0.164192976,0.047021974,0.992116428,0.751989732,0.598973223,0.152331486,0.312295955,0.245190064,0.070369836,0.169638634,0.197066835,0.093940017,0.105399825,0.089839967,0.074551041,0.122923983,0.055742672,0
0.293736435,0.968060107,0.856862886,0.206392485,0.083922781,0.027197713,0.051279334,0.005998992,0.024155258,0.010024418,0.02670669,0.013227702,0.040658596,0.008597307,0.03027328,1,0.433572132,0.402701995,0.183426389,0.195047173,0.213268296,0.222762356,0.171021018,0.071570201,0.180578244,0.142527746,0.020850022,0.087706731,0.087502189,0.049562358,0.260126762,0.659314913,0.771941655,0.217710537,0.189712328,0.066133728,0.078089219,0.080922738,0.025248487,0.012636755,0.012285692,0.016955277,0.019983893,0.006645763,0.018169435,0.4129375,0.20877021,0.115412229,0.144282944,0.085771875,0.026115883,0.033291971,0.020238393,0.010109958,0.011771994,0.010916405,0.002456123,0.003413051,0.00644206,0.00144893,1,0.775913049,0.426846591,0.098524491,0.009955469,0.026498331,0.013719532,0.016679266,0.016000778,0.013915165,0.016392454,0.015844216,0.014790464,0.016364341,0.015483454,0.879345686,0.343930316,0.028774391,0.174659083,0.109872828,0.009323783,0.006668542,0.008391079,0.006857445,0.004467448,0.002881723,0.004553528,0.003496572,0.002314347,0.003736486,0.272442896,0.488753492,0.539698025,0.382165652,0.26726315,0.36060069,0.256281841,0.140761733,0.084275875,0.240972204,0.417550562,0.142838346,0.342825417,0.167171295,0.223385201,1,0.437845064,0.601841793,0.400930365,0.252545668,0.241265044,0.209175383,0.213969523,0.157416003,0.095000643,0.270437312,0.208747936,0.144560207,0.149869997,0.042140558,0.98454432,0.824947809,0.500636709,0.070828674,0.346065232,0.089786933,0.262799962,0.154333754,0.003988152,0.169209724,0.076171714,0.1129385,0.104084099,0.055734459,0.080925562,0
0.330607351,0.767841892,0.883511949,0.507475775,0.1531593,0.158729459,0.104502481,0.076738997,0.035807111,0.024879189,0.009240027,0.019975981,0.021717768,0.014743161,0.010982309,1,0.507792468,0.406632796,0.375196143,0.093991177,0.104544541,0.126462659,0.055751905,0.117183699,0.251739346,0.031284905,0.233270258,0.125039417,0.130206015,0.057340908,0.267328595,0.618447851,0.819182912,0.497523954,0.181397733,0.172036806,0.110472504,0.023711695,0.055587423,0.022706412,0.047973036,0.035004915,0.00822043,0.034439056,0.025749409,0.376705195,0.177065481,0.07422241,0.085681732,0.10513152,0.051679948,0.020435624,0.018056322,0.015855903,0.006469297,0.003059048,0.008351007,0.005309111,0.002776165,0.001724051,1,0.52986697,0.371658691,0.169052347,0.054867561,0.015878367,0.01831927,0.009487817,0.013446792,0.011764195,0.014003037,0.012109126,0.011975597,0.014591017,0.011497813,0.616117352,0.254745614,0.090298396,0.066923911,0.09718142,0.06925191,0.016384911,0.009686065,0.007543803,0.008966,0.001764515,0.00041646,0.004807677,0.001886381,0.001653307,0.402231447,0.546401151,0.471597014,0.546352752,0.123656232,0.388925179,0.419871277,0.148602689,0.277000075,0.341204204,0.333501712,0.121880083,0.246163582,0.155040239,0.069568331,0.974697297,0.700816185,0.355248445,0.541113434,0.160376987,0.295308939,0.25231281,0.135490802,0.04363679,0.172758006,0.183389345,0.219036283,0.375509457,0.230571588,0.164870249,1,0.693773482,0.560552571,0.32900532,0.021169755,0.289883691,0.254706071,0.175434671,0.074438546,0.291885949,0.141525504,0.062901627,0.125505183,0.117685807,0.024280623,0
0.338795532,0.916802154,1,0.525533947,0.132866622,0.083375845,0.089451331,0.037734574,0.057936702,0.066635807,0.05219422,0.023139791,0.022447507,0.035231864,0.007525664,0.972773797,0.599757838,0.320286576,0.461877117,0.236312911,0.119816062,0.429734908,0.419222309,0.234955965,0.040440084,0.102714629,0.116753051,0.043516919,0.102958036,0.031054098,0.237774173,0.74665159,0.990435585,0.549962113,0.120688127,0.236913376,0.14712175,0.042967308,0.101646032,0.059674838,0.027801853,0.026062537,0.007968742,0.014381271,0.008861403,0.363564506,0.242042228,0.068553344,0.10008437,0.120102519,0.055365715,0.007464115,0.039690724,0.022496664,0.005564237,0.011765347,0.007098137,0.002390776,0.003344234,0.003391839,1,0.574635683,0.392265739,0.159190754,0.049107486,0.02090976,0.011980853,0.012312731,0.014779659,0.013331645,0.013592464,0.013446296,0.011781144,0.015376343,0.011754453,0.595375856,0.256318857,0.070331481,0.077685028,0.102346706,0.061608494,0.021119556,0.008447454,0.014828571,0.002303943,0.003785892,0.009290722,0.00347807,0.002772622,0.002898847,0.14017798,0.596979261,0.404681654,0.480187149,0.153721139,0.346087043,0.588372484,0.342150592,0.319579062,0.105354043,0.085883531,0.143484222,0.073833506,0.111594984,0.097260695,1,0.595753282,0.42805025,0.647267982,0.2125072,0.29001444,0.306309408,0.148366074,0.079061916,0.067177458,0.112826384,0.109470126,0.113373042,0.067152686,0.004289953,0.930630738,0.781539917,0.604533722,0.203755066,0.254709984,0.428318006,0.189137992,0.090062756,0.185421576,0.248157917,0.144493716,0.175430543,0.242342224,0.130170464,0.127110373,0
0.279190459,0.81681573,0.983876034,0.605144503,0.232794835,0.017003428,0.12163268,0.113789654,0.021841167,0.035741243,0.028699037,0.017158257,0.008747416,0.019577763,0.023601558,1,0.693547122,0.341827146,0.505369762,0.315448794,0.187120328,0.174525931,0.404541481,0.234110811,0.032850444,0.052606872,0.131368856,0.092523852,0.134062027,0.112019396,0.122160203,0.592148674,0.988992541,0.638916193,0.190409327,0.209899603,0.170078003,0.091978957,0.054003908,0.093061363,0.041204228,0.012440056,0.015546111,0.001367475,0.018673536,0.271758831,0.237071443,0.123895502,0.066231488,0.112571871,0.071743068,0.015071167,0.022582176,0.02605618,0.012285587,0.004259014,0.008331467,0.006958612,0.004656298,0.003342687,1,0.529946283,0.371708658,0.176320447,0.045973113,0.017552771,0.01708309,0.013649361,0.010353915,0.01488345,0.010489067,0.014317239,0.012538711,0.01268727,0.012156818,0.565439356,0.249254876,0.082635487,0.069682827,0.101094435,0.071240988,0.027035305,0.003153416,0.010760063,0.012530894,0.002421604,0.003897374,0.002189139,0.002854639,0.004542641,0.259509313,0.589895165,0.392686756,0.515996611,0.38820984,0.084232138,0.397120471,0.533910218,0.28673227,0.285606456,0.167460187,0.071109098,0.211774415,0.282087819,0.21303848,0.974272441,0.633490884,0.292674605,0.528673687,0.203634327,0.213662616,0.137704574,0.19458876,0.146311095,0.022686198,0.13950613,0.092657675,0.14400354,0.032349279,0.174148971,1,0.7131581,0.595475596,0.298908819,0.064310296,0.292873947,0.278661439,0.028524637,0.102483896,0.180235669,0.122249889,0.007798336,0.058912234,0.129123226,0.07204835,0
