,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
0,0.919065139,0.650257135,0.469534578,0.287707383,0.097681754,0.069675252,0.028445397,0.030571959,0.033646653,0.023889694,0.025291335,0.013475487,0.005172571,0.013390511,0.013904403,1,0.35870156,0.201273395,0.163892866,0.164775201,0.129280705,0.078793294,0.096695684,0.100588636,0.073530291,0.071841065,0.065594988,0.058716035,0.051687141,0.046135391,0.920087923,0.644407349,0.418637076,0.269873056,0.131582185,0.040953032,0.028543766,0.024784343,0.027026368,0.026795498,0.025020725,0.01062954,0.005266469,0.012119982,0.01301695,0.460765083,0.295151349,0.165922403,0.167784291,0.182373899,0.131300541,0.099590361,0.075441676,0.060411853,0.053868118,0.052997522,0.055467842,0.049040669,0.043116703,0.038295501,1,0.804429872,0.585629013,0.385883826,0.272121987,0.215122421,0.198427355,0.179807391,0.161346061,0.146667875,0.126515565,0.112287022,0.103849868,0.097357492,0.086054341,0.475071963,0.336801374,0.217941945,0.209128367,0.198317611,0.146692552,0.117195981,0.09688943,0.082847266,0.074069267,0.067596276,0.068300845,0.061053345,0.054075425,0.047682095,1,0.279142256,0.137438539,0.176433502,0.033788555,0.098576292,0.051223278,0.003360596,0.027268579,0.027982826,0.008305702,0.010127156,0.002711682,0.001493199,0.002745631,0.975475063,0.37220266,0.316959709,0.146689712,0.202303377,0.206554793,0.147619742,0.097857893,0.062976294,0.060446197,0.076455617,0.069136044,0.058767113,0.054905694,0.04864883,0.896664764,0.490951908,0.217076993,0.231527131,0.061749506,0.084576555,0.095158937,0.072771451,0.058124436,0.066472977,0.063071009,0.039538153,0.043137886,0.03910818,0.03573474,0
1,0.915001587,0.664977996,0.478111851,0.274081562,0.095501749,0.058710637,0.023298417,0.027736463,0.028031587,0.025431181,0.02117807,0.01319581,0.003483313,0.012445008,0.012988069,1,0.24334149,0.298413576,0.092630838,0.168008226,0.191381947,0.087039144,0.080576229,0.073913005,0.052800953,0.06166092,0.059038443,0.047715786,0.045699228,0.040155292,0.881958806,0.574132826,0.395903746,0.250844251,0.118889824,0.013309678,0.02977721,0.026282905,0.019438526,0.021853587,0.027569607,0.010762795,0.00458248,0.011281027,0.012069652,0.436988677,0.262933708,0.138062916,0.125482505,0.145915185,0.09732847,0.071297034,0.056833408,0.047169241,0.039988651,0.036579929,0.041791413,0.036249944,0.032362123,0.028959197,1,0.80182277,0.576149363,0.373874262,0.25749804,0.224762992,0.200586067,0.182328267,0.164435176,0.148086995,0.131227458,0.11430239,0.104955716,0.098217488,0.086837212,0.505058422,0.354278435,0.206834558,0.220373286,0.197247706,0.154244382,0.123780665,0.103879677,0.090197743,0.079657383,0.073869815,0.072803989,0.065140943,0.05720004,0.050496933,1,0.038276742,0.186552624,0.121462174,0.120277653,0.083952811,0.029523207,0.041869492,0.027892176,0.036081543,0.018095491,0.013191926,0.009530084,0.003618865,0.003055169,0.87619599,0.391272272,0.148763281,0.131287161,0.138010331,0.154129937,0.108209466,0.082342159,0.065142669,0.051953602,0.074369749,0.052813476,0.048614791,0.042821236,0.0384787,0.903680569,0.360613662,0.227646313,0.227589601,0.07329208,0.070499644,0.073495984,0.063071556,0.059083112,0.057461288,0.053498268,0.034442682,0.036691306,0.034265813,0.030974824,0
2,0.943298449,0.675661456,0.431298642,0.283744596,0.129873554,0.030283123,0.041025139,0.038935081,0.024721328,0.032910701,0.028920214,0.013288634,0.009978265,0.016295206,0.016723876,1,0.380451961,0.284480691,0.145986937,0.112286711,0.197110689,0.087438448,0.107655327,0.110238395,0.085796445,0.081120854,0.069826054,0.059979196,0.056378171,0.049435425,0.886546856,0.604981828,0.376887752,0.223514167,0.111098853,0.019233697,0.033269804,0.024020632,0.022814889,0.033003882,0.026183913,0.010411657,0.005916408,0.01180565,0.012634725,0.433580785,0.27150201,0.131578333,0.1308223,0.149459746,0.104764662,0.078509402,0.070698942,0.063015863,0.052608458,0.048678512,0.050302922,0.043720522,0.03838519,0.034201966,1,0.806410478,0.587412799,0.381640687,0.26657631,0.230956957,0.20620241,0.191145925,0.172880287,0.154634643,0.137068802,0.119411525,0.109460077,0.102130345,0.09016106,0.537911742,0.380315202,0.234477514,0.245794594,0.219697522,0.159875334,0.135479362,0.117028361,0.10425491,0.091426897,0.081219967,0.080724304,0.072425165,0.063539382,0.056050649,1,0.158302035,0.151644458,0.106936963,0.09973675,0.074963232,0.097432079,0.023055414,0.022175764,0.018669581,0.034011545,0.011155718,0.012748728,0.013620156,0.012517153,0.980913016,0.33429904,0.090223282,0.13748702,0.062746938,0.152527903,0.125570193,0.06486219,0.021662078,0.036649877,0.05224242,0.040110765,0.039799185,0.03437233,0.030490729,0.846018505,0.28978186,0.267372644,0.21091715,0.074601821,0.110689197,0.105146426,0.077540175,0.062882484,0.059445667,0.06624489,0.043523557,0.043970244,0.041460665,0.036733665,0
3,0.854655734,0.603789417,0.456104402,0.267078814,0.133674579,0.044407168,0.040784582,0.03065898,0.028377294,0.026722165,0.026608081,0.010389387,0.006371633,0.01433016,0.01440392,1,0.308120227,0.269852279,0.167548898,0.166645497,0.151603546,0.110029405,0.081608675,0.067276907,0.05827493,0.073228294,0.055139649,0.051566476,0.045756473,0.041036373,0.8476679,0.562571799,0.384846291,0.247664692,0.155913772,0.029982952,0.032918093,0.024211564,0.013363046,0.029646342,0.028694091,0.010031554,0.002108436,0.008910405,0.009942414,0.47717116,0.289367714,0.158557153,0.135364201,0.17559044,0.11042596,0.08425649,0.062314523,0.047990236,0.042596671,0.040761397,0.045985976,0.039806631,0.035613941,0.031864478,1,0.810239847,0.602540556,0.395432576,0.27175588,0.217692035,0.198853294,0.182577642,0.166149262,0.149016593,0.129152621,0.113687771,0.105478585,0.099022849,0.087437068,0.518390239,0.356397913,0.213998207,0.228296557,0.220738212,0.15865441,0.127052818,0.108073938,0.093243667,0.083158895,0.075303306,0.075873258,0.067870897,0.059422921,0.052426796,0.910474696,0.282594627,0.131456829,0.175621107,0.037712389,0.045423781,0.086952275,0.036693725,0.044076538,0.01631614,0.005736068,0.010904787,0.004023347,0.000287028,0.001641573,0.875650479,0.390351924,0.15419489,0.147036442,0.074064556,0.151156605,0.136114658,0.076067468,0.041732881,0.063205434,0.069618161,0.051472696,0.048205202,0.042519623,0.038507036,1,0.32299102,0.195277394,0.21412844,0.187585535,0.062039568,0.074257033,0.062252626,0.058276136,0.053980694,0.037465192,0.036704526,0.037930162,0.034836419,0.031074448,0
4,0.814520271,0.591758407,0.413790558,0.251814527,0.068042445,0.056686205,0.021467433,0.020842005,0.028796028,0.018224063,0.019637764,0.013171981,0.002267644,0.009892915,0.010730423,1,0.36544481,0.249724513,0.091292322,0.211286328,0.115724491,0.113347264,0.079775554,0.049668222,0.0561461,0.054650494,0.054928461,0.045857785,0.041434085,0.037391159,0.811265261,0.530116874,0.356726153,0.222836706,0.13656763,0.023881845,0.009906428,0.013480131,0.007823034,0.015784582,0.024854542,0.013701504,0.004941662,0.002837922,0.004324667,0.477700283,0.290313581,0.154357828,0.130898898,0.14583189,0.072053433,0.049754859,0.047966544,0.044784442,0.03611739,0.024308198,0.032313763,0.029539326,0.026993092,0.024463379,1,0.806305489,0.590088228,0.380981913,0.26298992,0.234385309,0.209611757,0.188838378,0.171554998,0.154225118,0.137478477,0.119091216,0.109247795,0.102016024,0.090058601,0.527904187,0.358573939,0.212114196,0.236230435,0.204578551,0.153080606,0.119858405,0.106097291,0.094112854,0.081199833,0.073199215,0.073342624,0.066054106,0.057863055,0.051139153,1,0.182205105,0.164246336,0.100937454,0.045225775,0.11682862,0.034104894,0.025904454,0.017771611,0.031359009,0.011740286,0.007095573,0.004236978,0.000871453,0.001703234,0.765202278,0.318393628,0.172882486,0.108834939,0.143863083,0.118300916,0.134072595,0.053285404,0.015003166,0.043378953,0.04461899,0.04053279,0.036008203,0.032799487,0.029532564,0.776018897,0.35153321,0.258482809,0.217384971,0.083344047,0.086232059,0.090893533,0.069484974,0.055841899,0.062890133,0.060360531,0.039716065,0.040776989,0.038231013,0.034251178,0
5,0.807029158,0.593410504,0.406831178,0.258958843,0.092594837,0.060431235,0.023671954,0.027445709,0.033219511,0.025827227,0.021072496,0.010462676,0.007163312,0.013783497,0.01404076,1,0.312726868,0.251366956,0.171501446,0.174393805,0.128424604,0.103750124,0.093294904,0.084229896,0.077690351,0.067561424,0.061624489,0.055984395,0.051288768,0.045591033,0.851532501,0.551730256,0.377855651,0.24379874,0.143899107,0.025896057,0.0240378,0.01484328,0.009485662,0.017369408,0.025257528,0.013262388,0.003511823,0.004526217,0.005789894,0.484046558,0.298885591,0.143271232,0.133873975,0.160745158,0.103872495,0.065970746,0.053153795,0.043006818,0.032294729,0.030341128,0.038117363,0.033577308,0.030095387,0.027196818,1,0.811459587,0.605797933,0.402902612,0.274676095,0.223364416,0.205801677,0.18440837,0.166436227,0.150472539,0.131086863,0.115141653,0.107103216,0.100361053,0.0885707,0.543471669,0.374895701,0.22406014,0.242368057,0.229917261,0.18599545,0.145999598,0.118615915,0.099439377,0.090292759,0.085738611,0.084421858,0.07482089,0.06535893,0.057608152,1,0.116526553,0.17158657,0.175912188,0.056127992,0.092524597,0.078507672,0.02087649,0.040419305,0.028229532,0.004181169,0.00950608,0.002912355,0.003430525,0.003309982,0.669283117,0.331519507,0.165718007,0.109817871,0.072653119,0.102166426,0.104660931,0.074784783,0.039477674,0.055545237,0.060010317,0.042418818,0.038638839,0.035060391,0.03136792,0.71984963,0.353773132,0.212839444,0.188362117,0.111918568,0.053685558,0.094754047,0.069471872,0.051780534,0.06585848,0.050160132,0.038291417,0.038455269,0.035686531,0.032086329,0
6,0.813887845,0.571988118,0.380666,0.230859645,0.05558306,0.052792505,0.027824567,0.026626585,0.021066849,0.011437386,0.017314156,0.012124277,0.001840624,0.008846297,0.00973481,1,0.190835626,0.156902842,0.066803264,0.210218643,0.163448178,0.047081418,0.071465925,0.072719348,0.032010646,0.035594348,0.051286822,0.04189546,0.037551949,0.033097051,0.79936715,0.541433901,0.379450676,0.260355882,0.123137948,0.023001327,0.025403965,0.021315404,0.013646238,0.019605723,0.022517644,0.012882552,0.001937851,0.006098665,0.006964642,0.516960082,0.317841893,0.179560963,0.170447776,0.187828445,0.117353756,0.092123414,0.073396945,0.061230242,0.05359457,0.046421382,0.053146137,0.047024856,0.041867958,0.037270438,1,0.804912315,0.592539014,0.39166371,0.272474912,0.237516253,0.213466872,0.193208947,0.17462471,0.157126612,0.139604265,0.121531131,0.111752092,0.104029386,0.091757869,0.496695259,0.322379573,0.232555061,0.250312912,0.203716728,0.15250601,0.125032521,0.110150389,0.098945152,0.086385631,0.076544325,0.075273526,0.069055417,0.060247495,0.052929347,1,0.087195599,0.036390409,0.12082226,0.116890017,0.074462104,0.038510139,0.012704716,0.018036916,0.014931255,0.018336602,0.007648198,0.005224881,0.004114671,0.003732759,0.710656425,0.300867066,0.131891075,0.044544294,0.104748607,0.132885386,0.069819091,0.049792381,0.030006731,0.024701916,0.038597359,0.035261325,0.028951543,0.025956301,0.023416309,0.853367501,0.277827343,0.22043722,0.161822783,0.104503204,0.102252175,0.086601989,0.057147344,0.0381803,0.055109886,0.052601787,0.031329589,0.031847824,0.030302936,0.027371389,0
7,0.680385074,0.456453718,0.29638629,0.176864922,0.060814249,0.046624002,0.025008712,0.026648539,0.024637758,0.018841726,0.022952664,0.011477949,0.009368325,0.01334939,0.013396257,1,0.336678278,0.168769192,0.078974186,0.141432599,0.133726031,0.076587537,0.062641465,0.053954237,0.040476415,0.054230883,0.046212989,0.038491791,0.034557051,0.031550312,0.772065224,0.478350742,0.283587467,0.200456193,0.112904135,0.009202143,0.011011459,0.013183158,0.009077327,0.013543734,0.021322633,0.010465922,0.001200891,0.004044862,0.005489902,0.539280631,0.321182301,0.161449322,0.153335796,0.178142856,0.093467606,0.075630799,0.070608558,0.064181633,0.054212893,0.042501804,0.049141643,0.043565475,0.038610538,0.034641604,1,0.807292375,0.597723628,0.397787599,0.282452393,0.232994952,0.215239359,0.19680275,0.178530639,0.160316316,0.139897655,0.123122472,0.113256074,0.105326511,0.092851825,0.541284052,0.351383246,0.230764308,0.246984068,0.213640234,0.145406513,0.122248732,0.105749698,0.092107065,0.082932334,0.070840783,0.072325689,0.066279032,0.058142524,0.051314469,1,0.230950379,0.136765004,0.052510704,0.131534653,0.145267635,0.028388808,0.027934872,0.039285306,0.023853278,0.03199754,0.011991139,0.010561299,0.009588494,0.009407813,0.760219873,0.310752115,0.177381055,0.120038532,0.045055669,0.147469835,0.102866562,0.067272509,0.036995791,0.049697631,0.058422338,0.041929038,0.037714752,0.034217843,0.030982586,0.7971905,0.286753392,0.175490198,0.153781346,0.145471411,0.069842862,0.066601403,0.054171137,0.045826947,0.047066558,0.042018966,0.032962994,0.033474488,0.030168414,0.027099612,0
8,0.815133482,0.586993885,0.419510169,0.245606221,0.068321373,0.05517039,0.027473802,0.025649505,0.029377721,0.018025766,0.023439268,0.013033655,0.005233859,0.012651471,0.013046619,1,0.290082732,0.257889082,0.13739226,0.200104987,0.205709418,0.083603574,0.088661923,0.083976584,0.044373061,0.065380562,0.06210428,0.054245878,0.049396817,0.043866463,0.877767865,0.596746206,0.415048959,0.248419835,0.132237853,0.021165263,0.026215895,0.019493825,0.017906548,0.019275534,0.026564188,0.011684009,0.000497699,0.007716433,0.008844644,0.495303121,0.308849073,0.16483239,0.170394153,0.181707732,0.121296774,0.090518244,0.073746256,0.062400438,0.053075059,0.048564291,0.053688969,0.047343183,0.041833311,0.037271756,1,0.805968761,0.584679829,0.377302408,0.267836256,0.224322038,0.202698564,0.185059018,0.16743505,0.149408738,0.13178702,0.115847555,0.106252476,0.099446715,0.087866647,0.479620715,0.309912201,0.191773015,0.209554392,0.192407044,0.146558837,0.119109071,0.098675249,0.084455389,0.075973698,0.06946278,0.069464367,0.062093048,0.054164988,0.047781632,1,0.220359696,0.154379197,0.113579217,0.09330775,0.132077753,0.021366573,0.011571369,0.005328553,0.02398815,0.030004247,0.006176744,0.005952824,0.007435734,0.007430283,0.718596203,0.368519034,0.175693683,0.133786975,0.166296728,0.15839654,0.125337152,0.076200842,0.044392499,0.047157956,0.062139934,0.052905309,0.047212801,0.042182855,0.03776078,0.779084167,0.261819603,0.201710878,0.15778738,0.044073104,0.053837301,0.075394472,0.04809342,0.032273822,0.045466128,0.042294176,0.026719713,0.027818542,0.026614569,0.023941908,0
9,0.816429732,0.551415827,0.3707367,0.200822438,0.068102511,0.057903957,0.017477978,0.025584272,0.023681264,0.020792876,0.016963123,0.010692379,0.004258834,0.010550793,0.011340689,1,0.333921438,0.243141173,0.134157645,0.24662422,0.123430111,0.124956809,0.086383998,0.068262307,0.068871481,0.056992533,0.063844944,0.054470728,0.049292973,0.044032931,0.877173494,0.574320853,0.359255777,0.248763153,0.141323002,0.03775902,0.023577314,0.018001562,0.022923728,0.020933064,0.023949227,0.010442214,0.001076028,0.007213858,0.008461025,0.494747832,0.288381148,0.13710169,0.143871687,0.174557251,0.117720609,0.085889472,0.060757881,0.043938455,0.038297196,0.037640493,0.045073951,0.039189265,0.03450341,0.030986216,1,0.802331388,0.584385213,0.389789707,0.260278384,0.211060355,0.195253367,0.172503013,0.153776565,0.141523793,0.12267949,0.107542716,0.100419954,0.094446493,0.083557498,0.489455412,0.319625093,0.195843283,0.206094583,0.182467552,0.145109987,0.106271325,0.0918565,0.079957538,0.068072763,0.063681251,0.064249193,0.057869033,0.050902949,0.044996992,0.882724673,0.257830036,0.144546297,0.119835576,0.03796722,0.138300083,0.063688583,0.009541565,0.02450658,0.026559507,0.01392705,0.005999354,0.008990049,0.007592308,0.007695305,0.847821979,0.417743859,0.238815531,0.139311872,0.133915182,0.17668343,0.137666169,0.092637283,0.063753683,0.076774947,0.072182028,0.061801464,0.053041871,0.048984055,0.043703708,1,0.33302132,0.207117253,0.184694712,0.088421372,0.062016236,0.042785797,0.041295645,0.041188681,0.030045459,0.036123678,0.021168535,0.022784192,0.02224075,0.02072512,0
